id,eps,codigo_cups,descripcion,tarifa
259,EMSSANAR_CAPITA,992990,INYECCION O INFUSION DE OTRA SUSTANCIA TERAPEUTICA O PROFILACTICA,
260,EMSSANAR_CAPITA,993105,ADMINISTRACION DE TOXOIDE DIFTERICO. -- EXCY : ADMINISTRACION DE ANTITOXINA DIFTERICA ( 99. 4. 3. ) - VACUNAS COMBINADA QUE LO INCLUYEN ( 99. 3. 1. 07 - 99. 3. 1. 09 - 99. 3. 1. 14 ),
261,EMSSANAR_CAPITA,993107,ADMINISTRACION DE TOXOIDE DE TETANOS. -- EXCY : ADMINISTRACION DE ANTITOXINA TETANICA ( 99. 4. 1. ) - VACUNAS COMBINADA QUE LO INCLUYEN ( 99. 3. 1. 07 - 99. 3. 1. 09 - 99. 3. 1. 14 ),
262,EMSSANAR_CAPITA,993505,VACUNACION CONTRA RABIA,
263,EMSSANAR_CAPITA,993506,VACUNACION CONTRA SARAMPION. -- EXCY : VACUNA COMBINADA CONTRA SARAMPION - PAROTIDITIS - RUBEOLA ( 99. 3. 5. 22 ),
264,EMSSANAR_CAPITA,993507,VACUNACION CONTRA PAROTIDITIS. -- EXCY : VACUNA COMBINADA CONTRA SARAMPION - PAROTIDITIS - RUBEOLA ( 99. 3. 5. 22 ),
265,EMSSANAR_CAPITA,993508,VACUNACION CONTRA RUBEOLA. -- EXCY : VACUNA COMBINADA CONTRA SARAMPION - PAROTIDITIS - RUBEOLA ( 99. 3. 5. 22 ),
266,EMSSANAR_CAPITA,994101,ADMINISTRACION DE ANTITOXINA TETANICA,
267,EMSSANAR_CAPITA,994301,ADMINISTRACION DE ANTITOXINA DIFTERICA,
268,EMSSANAR_CAPITA,997103,TOPICACION DE FLUOR EN GEL,
269,EMSSANAR_CAPITA,P0000002,CONSEJERIA EN VIH,
270,EMSSANAR_CAPITA,P0000081,TOMA DE MUESTRA VIH 1 Y 2 - ANTICUERPOS,
271,EMSSANAR_CAPITA,P0000221,CONSULTA PRIORITARIA - MEDICINA GENERAL,
272,EMSSANAR_CAPITA,P0000288,TOMA DE MUESTRA - HEPATITIS B - ANTIGENO DE SUPERFICIE [AG HBS],
273,EMSSANAR_CAPITA,P0000775,VIH - PRUEBA RAPIDA,
274,EMSSANAR_CAPITA,P0000776,HEPATITIS B - PRUEBA RAPIDA,
275,EMSSANAR_CAPITA,P0000777,DENGUE - ANTICUERPOS [ IG G - IG M ] - PRUEBA RAPIDA,
276,EMSSANAR_CAPITA,P0000778,SALA EDA ( ENFERMEDAD DIARREICA AGUDA ),
277,EMSSANAR_CAPITA,P0000779,SALA IRA ( INFECCION RESPIRATORIA AGUDA ),
278,EMSSANAR_CAPITA,P0001244,TOMA DE MUESTRA CULTIVO ESPECIALES PARA OTROS MICROORGANISMOS,
279,EMSSANAR_CAPITA,P0001246,TOMA DE MUESTRA QUIMICA SANGUINEA,
282,EMSSANAR_CAPITA,P0001852,ATENCION ( VISITA ) DOMICILIARIA - POR MEDICINA GENERAL - EXPEDICION CERTIFICADO DEFUNCION,
283,EMSSANAR_CAPITA,P0001853,TRANSPORTE DE CUALQUIER MUESTRA ( EVENTOS INTERES EN SALUD PUBLICA ),
284,EMSSANAR_CAPITA,T0001630,TRANSPORTE TERRESTRE DOMICILIARIO DE MEDICAMENTOS - SIMPLE - ZONA URBANA,
285,EMSSANAR_CAPITA,T0001634,TRANSPORTE TERRESTRE DOMICILIARIO DE MEDICAMENTOS - SIMPLE - ZONA RURAL,
296,EMSSANAR_CAPITA,993120,VACUNACION COMBINADA CONTRA TETANOS Y DIFTERIA [ TD ],
301,EMSSANAR_CAPITA,993513,VACUNACION CONTRA VIRUS PAPILOMA HUMANO [ VPH ],
320,EMSSANAR_CAPITA,88001,REPARACION DE HERIDA EN CEJA,
321,EMSSANAR_CAPITA,88201,SUTURA SUPERFICIAL DE HERIDA UNICA DE PARPADO,
322,EMSSANAR_CAPITA,88202,SUTURA SUPERFICIAL DE HERIDA MULTIPLE DE PARPADO,
458,EMSSANAR_CAPITA,903426,HEMOGLOBINA GLICOSILADA AUTOMATIZADA,
575,EMSSANAR_CAPITA,904508,GONADOTROPINA CORIONICA SUBUNIDAD BETA CUALITATIVA PRUEBA DE EMBARAZO EN ORINA O SUERO,
580,EMSSANAR_CAPITA,697101,INSERCION DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO [ DIU ],
581,EMSSANAR_CAPITA,861203,EXTRACCION DE ANTICONCEPTIVOS SUBDERMICOS POR INCISION,
582,EMSSANAR_CAPITA,861801,INSERCION DE ANTICONCEPTIVOS SUBDERMICOS,
583,EMSSANAR_CAPITA,977101,EXTRACCION DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO ( DIU ),
595,EMSSANAR_CAPITA,997301,DETARTRAJE SUPRAGINGIVAL,
604,EMSSANAR_CAPITA,990211,EDUCACION INDIVIDUAL EN SALUD - POR AGENTE EDUCATIVO. -- EXCY : EDUCACION INDIVIDUAL EN SALUD POR PROMOTOR DE SANEAMIENTO AMBIENTAL ( I1. 0. - A4. ),
605,EMSSANAR_CAPITA,P0000003,DEMANDA INDUCIDA CANALIZADOS ALTERACIONES DE LA EMBARAZADA,
606,EMSSANAR_CAPITA,P0000008,DEMANDA INDUCIDA CANALIZADOS CANCER DE SENO,
607,EMSSANAR_CAPITA,P0000010,DEMANDA INDUCIDA CANALIZADOS PLANIFICACION FAMILIAR,
609,EMSSANAR_CAPITA,P0000012,DEMANDA INDUCIDA CANALIZADOS TOMA DE CITOLOGIA,
611,EMSSANAR_CAPITA,P0000014,DEMANDA INDUCIDA CANALIZADOS VALORACION DEL JOVEN,
630,EMSSANAR_CAPITA,234401,INSERCION - ADAPTACION Y CONTROL DE PROTESIS MUCOSOPORTADA TOTAL MEDIO CASO SUPERIOR O INFERIOR,
631,EMSSANAR_CAPITA,234402,INSERCION - ADAPTACION Y CONTROL DE PROTESIS MUCOSOPORTADA TOTAL SUPERIOR E INFERIOR,
637,EMSSANAR_CAPITA,240301,ALISADO RADICULAR - CAMPO CERRADO,
652,EMSSANAR_CAPITA,750303,EVACUACION UTERINA PARA TERMINACION DEL EMBARAZO POR OTROS METODOS,
726,EMSSANAR_CAPITA,892901,TOMA NO QUIRURGICA DE MUESTRA O TEJIDO VAGINAL PARA ESTUDIO CITOLOGICO,
727,EMSSANAR_CAPITA,892904,TECNICAS DE INSPECCION VISUAL CON ACIDO ACETICO Y LUGOL,
729,EMSSANAR_CAPITA,895004,MONITOREO AMBULATORIO DE PRESION ARTERIAL SISTEMICA,
758,EMSSANAR_CAPITA,903026,MICROALBUMINURIA AUTOMATIZADA EN ORINA PARCIAL,
763,EMSSANAR_CAPITA,903815,COLESTEROL DE ALTA DENSIDAD,
764,EMSSANAR_CAPITA,903816,COLESTEROL DE BAJA DENSIDAD SEMIAUTOMATIZADO,
765,EMSSANAR_CAPITA,903818,COLESTEROL TOTAL,
766,EMSSANAR_CAPITA,903823,CREATININA DEPURACION,
773,EMSSANAR_CAPITA,903845,GLUCOSA TEST O’ SULLIVAN,
776,EMSSANAR_CAPITA,903863,PROTEINAS TOTALES EN SUERO Y OTROS FLUIDOS,
778,EMSSANAR_CAPITA,903868,TRIGLICERIDOS,
779,EMSSANAR_CAPITA,903876,CREATININA EN ORINA PARCIAL,
781,EMSSANAR_CAPITA,903895,CREATININA EN SUERO U OTROS FLUIDOS,
799,EMSSANAR_CAPITA,933701,ENTRENAMIENTO PRE - PERI Y POST PARTO,
814,EMSSANAR_CAPITA,944002,PSICOTERAPIA DE PAREJA POR PSICOLOGIA,
818,EMSSANAR_CAPITA,961401,TAPONAMIENTO VAGINAL,
836,EMSSANAR_CAPITA,977501,EXTRACCION DE TAPON ( MECHA ) VAGINAL O VULVAR,
853,EMSSANAR_CAPITA,992201,INYECCION O INFUSION DE SUSTANCIA HORMONAL,
874,EMSSANAR_CAPITA,P0001245,TOMA DE MUESTRA GONADOTROPINA CORIONICA - SUBUNIDAD BETA CUALITATIVA - [BHCG] PRUEBA DE EMBARAZO EN ORINA O SUERO,
935,EMSSANAR_CAPITA,129B02,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION MULTIPLE,
1831,EMSSANAR_CAPITA,950601,MEDICION DE AGUDEZA VISUAL. -- INCY : AQUELLA PARA TAMIZAJE VISUAL EN LA POBLACION GENERAL COMO EN PROTECCION DE LA SALUD DE LOS TRABAJADORES ENTRE OTROS,
1852,EMSSANAR_CAPITA,735301,ASISTENCIA DEL PARTO CON O SIN EPISIORRAFIA O PERINEORRAFIA,
1853,EMSSANAR_CAPITA,735980,OTRA ASISTENCIA MANUAL DEL PARTO ESPONTANEO,
1855,EMSSANAR_CAPITA,754101,REMOCION MANUAL DE PLACENTA RETENIDA O REVISION UTERINA - SIN ATENCION DEL PARTO,
1859,EMSSANAR_CAPITA,897011,MONITORIA FETAL ANTEPARTO,
1860,EMSSANAR_CAPITA,897012,MONITORIA FETAL INTRAPARTO,
1862,EMSSANAR_CAPITA,992901,INYECCION DE VITAMINA K,
2159,EMSSANAR_CAPITA,890601,,
2160,EMSSANAR_CAPITA,90DS02,,
2161,EMSSANAR_CAPITA,907202,,
2162,EMSSANAR_CAPITA,906317,HEPATITIS B. ANTIGENO DE SUPERFICIE( RAPIDA),
2163,EMSSANAR_CAPITA,906249,,
2164,EMSSANAR_CAPITA,906208,,
2165,EMSSANAR_CAPITA,12333,,
2167,EMSSANAR_CAPITA,991800,,
