id	cups	procedimiento								D	D				D
9160	N05AX08	RISPERIDONA									#N/A				
1417	N05AN0101	CARBONATO DE LITIO									#N/A				
6073	N05AL07	LEVOSULPIRIDA									#N/A				
7638	N05AH04	QUETIAPINA									#N/A				
6843	N05AH03	OLANZAPINA									#N/A				
1771	N05AH0202	CLOZAPINA X25									#N/A				
1770	N05AH0201	CLOZAPINA									#N/A				
5014	N05AD0103	HALOPERIDOL									#N/A				
5012	N05AD0102	HALOPERIDOL									#N/A				
5013	N05AD0101	HALOPERIDOL									#N/A				
7262	N05AC0401	Pipotiazina									#N/A				
7263	N05AC04	PIPOTIAZINA									#N/A				
6067	N05AA0203	LEVOMEPROMAZINA									#N/A				
6068	N05AA0202	LEVOMEPROMAZINA									#N/A				
7163	N04BC09	PARCHE TRANSDÉRMICO ROTIGOTINA									#N/A				
7404	N04BC05	PRAMIPEXOL DICLOHIDRATO MONOHIDRATO 1.5 MG									#N/A				
1286	N04BC0101	Bromocriptina									#N/A				
268	N04BB01	AMANTADINA									#N/A				
1407	N04BA0301	CARBIDOPA + LEVODOPA									#N/A				
1408	N04BA02	CARBIDOPA+ENTACAPONE+LEVODOPA									#N/A				
1230	N04AA0201	BIPERIDENO									#N/A				
5947	N03AX18	LACOSAMIDA									#N/A				
7414	N03AX1602	PREGABALINA									#N/A				
7413	N03AX1601	PREGABALINA									#N/A				
7412	N03AX16	PREGABALINA									#N/A				
5926	N03AX1401	Keppra									#N/A				
5927	N03AX14	KEPPRA 500MG									#N/A				
4680	N03AX12	GABAPENTINA									#N/A				
5968	N03AX09	LAMOTRIGINA									#N/A				
10734	N03AG04	Vigabatrina									#N/A				
10649	N03AG0103	VALPROICO ACIDO									#N/A				
91	N03AG0102	ACIDO VALPROICO 250MG/5ML JBE FCO*120ML (DEPAKENE									#N/A				
90	N03AG0101	ACIDO VALPROICO									#N/A				
2922	N03AG01	DIVALPROATO SODICO									#N/A				
7072	N03AF02	Oxcarbazepina									#N/A				
1401	N03AF0102	CARBAMAZEPINA									#N/A				
1402	N03AF0101	CARBAMAZEPINA									#N/A				
1404	N03AF01	CARBAMAZEPINA									#N/A				
1751	N03AE0102	CLONAZEPAM									#N/A				
1750	N03AE0101	CLONAZEPAM									#N/A				
4469	N03AB0203	FENITOINA									#N/A				
4471	N03AB0202	FENITOINA									#N/A				
4470	N03AB0201	FENITOINA									#N/A				
4479	N03AA0204	FENOBARBITAL									#N/A				
4477	N03AA0203	FENOBARBITAL									#N/A				
4478	N03AA0202	FENOBARBITAL									#N/A				
4480	N03AA0201	FENOBARBITAL									#N/A				
3532	N02CA5201	ERGOTAMINA TARTRATO+ CAFEINA ANHIDRA									#N/A				
1352	N02BG10	CANNABIDIOL									#N/A				
5229	N02BE71	HIDROCODONA BITARTRATE / ACETAMINOFEN									#N/A				
36	N02BE51	ACETAMINOFEN + CODEINA FOSFATO (WINADEINE)									#N/A				
35	N02BE01T	ACETAMINOFEN									#N/A				
32	N02BE0103	ACETAMINOFEN									#N/A				
33	N02BE0102	ACETAMINOFEN									#N/A				
38	N02BE01	ACETAMINOFEN X 60ML									#N/A				
2905	N02BB0201	DIPIRONA SODICA									#N/A				
2904	N02BB02	DIPIRONA									#N/A				
47	N02BA0101	ACETILSALICILICO ACIDO									#N/A				
10150	N02AX52	TRAMADOL GOTAS									#N/A				
10147	N02AX0202	TRAMADOL									#N/A				
10149	N02AX02	TRAMADOL 50MG									#N/A				
2842	N02AJ15	DICLOFENACO 25MG+TRAMADOL 25MG									#N/A				
1307	N02AE01	BUPRENORFINA 35MCG									#N/A				
6432	N02AB0201	MEPERIDINA									#N/A				
6433	N02AB02	MEPERIDINA									#N/A				
2857	N02AA0801	DIHIDROCODEINA									#N/A				
7075	N02AA05	OXICODONA									#N/A				
6580	N02AA0101	MORFINA									#N/A				
7076	N02A	OXICODONA									#N/A				
6121	N01BL008331	LIDOCAINA JALEA									#N/A				
6113	N01BB5203	LIDOCAINA									#N/A				
5235	N01BB52	HIDROCORTISONA+LIDOCAINA									#N/A				
6117	N01BB025	LIDOCAINA 2%/ 50ML									#N/A				
6120	N01BB0202	LIDOCAINA JALEA									#N/A				
9176	N01BB0201	ROXICAINA-LIDOCAINA									#N/A				
6118	N01BB02	Lidocaina al 5%									#N/A				
5928	N01AX03	KETAMINA									#N/A				
4490	N01AH0101	FENTANILO									#N/A				
7164	MR62	PARCHES DE DESFIBRILACIÓN MINDRAY MR61									#N/A				
5757	M2145555	INSULINA GLARGINA + LIXISENATIDA 100UI/ML JERINGA PRELLENADA									#N/A				
1795	M04AC01	COLCHICINA									#N/A				
264	M04AA0101	ALOPURINOL									#N/A				
265	M04AA01	ALOPURINOL									#N/A				
1550	M03BX08	CICLOBENZAPRINA									#N/A				
10027	M03BX02	TIZANIDINA 2MG									#N/A				
6466	M03BA0301	METOCARBAMOL									#N/A				
10128	M03AX01	TOXINA BOTULINICA TIPO A 100UI VIAL POLVO LIOFILIZDO									#N/A				
9171	M03AC09	ROCURONIO BROMURO									#N/A				
9583	M03AB01	SUCCINILCOLINA CLORURO									#N/A				
2843	M02AA15	DICLOFENACO GEL									#N/A				
311	M01CA0403	AMOXICILINA + ACIDO CLAVULANICO									#N/A				
4886	M01AX25	GLUCOSAMINA SULFATO + CONDROITINA SULFATO									#N/A				
2832	M01AX21	DIACEREINA									#N/A				
6743	M01AX17	NIMESULIDA									#N/A				
4887	M01AX05	GLUCOSAMINA SULFATO + CONDROITINA SULFATO +METILSULFONILMETANO									#N/A				
3910	M01AH05	ETORICOXIB 60 MG									#N/A				
6614	M01AE0202	NAPROXENO									#N/A				
6616	M01AE0201	NAPROXENO 3%									#N/A				
6615	M01AE02	NAPROXENO									#N/A				
5337	M01AE0103	IBUPROFENO									#N/A				
5339	M01AE0102	IBUPROFENO									#N/A				
5340	M01AE0101	IBUPROFENO									#N/A				
5338	M01AE01	Ibuprofeno									#N/A				
6417	M01AC06	MELOXICAN 15MG									#N/A				
2839	M01AB0502	DICLOFENACO									#N/A				
2840	M01AB0501	DICLOFENACO													
6416	M01	MELOXICAM 7.5MG													
6501	M000346	MICRONUTRIENTES													
989	L04AX01	AZATIOPRINA													
1558	L04AD01	CICLOSPORINA													
6031	L04AA13	LEFLUNOMIDA													
9737	L02BA01	TAMOXIFENO 20 MG COMPRIMIDO													
6063	L02A602	LEUPROLIDE ACETATO													
5353	L01XE001	IMATINIB													
10301	L01XC03	TRASTUZUMAB													
6032	L01BM018702	LEFLUNOMIDA													
6474	L01BA0104	METOTREXATO													
6475	L01BA01	Metotrexato													
2954	JO5AX12	DOLUTEGRAVIR													
50	JO5AB01	Aciclovir													
1033	J552655	BETAMETASONA 4 MG / LML													
9146	J23CA04	RILUZOLE BIOGARAN													
10601	J07BG01	VACUNA ANTIRRABICA													
5132	J07BC01	HEPATITIS B													
9948	J07AM0101	TETANICO. TOXOIDE													
7099	J06BB16	PALIVIZUMAB													
4775	J06BB02	GAMMAGLOBULINA ANTIHEPATITIS-B													
5683	J06BB0101	INMUNOGLOBULINA ANTI-D (RH)													
9590	J06AA0602	SUERO ANTIRRABICO 200 UI / ML													
9587	J06AA0601	SUERO ANTICORAL													
9589	J06AA06	SUERO ANTIRRABI 200 UI/UI 2ML													
9588	J06AA03	SUERO ANTIOFIDICO POLIVATENTE													
7758	J05AX0802	RALTEGRAVIR													
7757	J05AX0801	RALTEGRAVIR													
9829	J05AR03	TENOFOVIR DISOPROXIL FUMARATO Y EMTRICITABINA													
1948	J05AR0101	COMBINACIONES													
6914	J05AH02	OSELTAMIVIR													
6739	J05AG0102	Nevirapina													
6740	J05AG0101	Nevirapina													
4	J05AF06	ABACAVIR 20MG/20ML													
5967	J05AF05	LAMIVUDINA 240ML													
10795	J05AF0103	ZIDOVUDINA													
10794	J05AF01	ZIDOVUDINA													
6266	J05AE1101	LOPINAVIR + RITONAVIR													
2579	J05AE10	DARUNAVIR													
909	J05AE08	ATAZANAVIR 300MG													
9161	J05AE0302	RITONAVIR													
2580	J05AE0301	DARUNAVIR/RITONAVIR													
910	J05AE03	ATAZANAVIR 300MG RITONAVIR 100MG													
49	J05AB0102	ACICLOVIR													
51	J05AB01	ACICLOVIR													
5761	J04BD00301A	INSULINA LISPRO													
5758	J04BD003011	INSULINA GLARGINA TOUGEO JERINGA PRELLENADA													
9143	J04AM02	RIFAMPICINA+ISONIAZIDA													
5907	J04AC01	ISONIAZIDA 100 MG													
4571	J02AC0101	FLUCONAZOL													
5929	J02AB0202	KETOCONAZOL													
5930	J02AB0201	Ketoconazol													
5931	J02AB02	Ketoconazol													
4615	J01XX01	FOSFOMICINA SOBRE													
6750	J01XE0101	NITROFURANTOINA													
70	J01MB02	ACIDO NALIDIXICO													
6764	J01MA0601	NORFLOXACINO													
1639	J01MA0202	CIPROFLOXACINA													
1640	J01MA0201	CIPROFLOXACINA													
1643	J01MA02	CIPROFLOXACINA 250MG													
274	J01GB06	AMIKACINA													
4820	J01GB0303	GENTAMICINA													
4822	J01GB03	GENTAMICINA													
991	J01FA1002	AZITROMICINA													
990	J01FA1001	AZITROMICINA													
1734	J01FA0904	CLARITROMICINA													
1736	J01FA0903	CLARITROMICINA													
1735	J01FA0901	CLARITROMICINA													
3732	J01FA02	ESPIRAMICINA													
3534	J01FA0102	ERITROMICINA													
3533	J01FA01	ERITROMICINA													
9593	J01EE0103	SULFAMETOXAZOL +TRIMETOPRIM													
9595	J01EE0101	SULFAMETOXAZOL Y TRIMETOPRIM													
9594	J01EE01	SULFAMETOXAZOL Y TRIMETOPRIM													
6517	J01EC02	MILTEFOSINA													
1519	J01DD0401	CEFTRIAXONA													
1516	J01DD01	CEFOTAXIME													
1520	J01DC0202	CEFUROXIMA													
1518	J01DB09	CEFRADINA													
1515	J01DB0401	CEFAZOLINA													
1514	J01DB03	CEFALOTINA													
1512	J01DB0103	CEFALEXINA													
1513	J01DB0101	CEFALEXINA													
1517	J01DA31	CEFRADINA													
9599	J01CR04	SULTAMICILINA													
312	J01CR02	AMOXICILINA +ACIDO CLAVULANICO													
7069	J01CF0401	OXACILINA SODIACA													
2845	J01CF0103	DICLOXACILINA													
2846	J01CF0102	DICLOXACILINA													
2844	J01CF0101	DICLOXACILINA													
7195	J01CE0902	Penicilina g procainica													
7193	J01CE0802	PENICILINA BENZATINICA													
7192	J01CE0801	PENICILINA BENZATINICA													
7194	J01CE08	PENICILINA BENZATINICA													
7196	J01CE0101	PENICILINA G SODICA													
318	J01CA5101	AMPICILINA + SULBATAM													
308	J01CA0403	AMOXICILINA													
307	J01CA0402	AMOXICILINA													
309	J01CA0401	AMOXICILINA													
1741	J01CA0106	CLINDAMICINA													
314	J01CA0105	AMPICILINA													
315	J01CA0104	AMPICILINA													
317	J01CA0102	AMPICILINA													
316	J01CA0101	AMPICILINA													
9949	J01AA0701	Tetraciclina													
2981	J01AA0201	DOXICICLINA													
2589	IST76457	DEFEROL VITAMINA D3 2000 U.I													
9343	IS103870	SEMAGLUTIDA 3MG													
1988	I302041	CONFORMACIÓN Y FORTALECIMIENTO DE REDES FAMILIARES, COMUNITARIAS Y SOCIALES PARA LA PROMOCIÓN DE LOS COMPONENTES DE SALUD AMBIENTAL													
1987	I30204	CONFORMACIÓN Y FORTALECIMIENTO DE REDES FAMILIARES, COMUNITARIAS Y SOCIALES PARA LA PROMOCIÓN DE LOS COMPONENTES DE SALUD AMBIENTAL													
3721	I30203	ESPACIOS SECTORIALES E INTERSECTORIALES PARA TOMA DE DECISIONES EN POLÍTICAS PÚBLICAS													
105	I300063	ACOMPAÑAMIENTO A LA FAMILIA PARA EL MANEJO EN LOS DIFERENTES ENTORNOS													
104	I300062	ACOMPAÑAMIENTO A LA FAMILIA PARA EL MANEJO EN LOS DIFERENTES ENTORNOS													
103	I300061	ACOMPAÑAMIENTO A LA FAMILIA PARA EL MANEJO EN LOS DIFERENTES ENTORNOS													
102	I30006	ACOMPAÑAMIENTO A LA FAMILIA PARA EL MANEJO EN LOS DIFERENTES ENTORNOS													
139	I20303	ADMINISTRACIÓN [APLICACIÓN] DE PRUEBA (ESPECÍFICA) PARA DETECCIÓN TEMPRANA DE TRASTORNOS MENTALES EN ADOLESCENTES, JÓVENES Y ADULTOS													
10737	I202052	VIGILANCIA Y PREVENCIÓN DE VECTORES CON ENFOQUE COMUNITARIO													
10735	I202051	VIGILANCIA Y PREVENCIÓN DE VECTORES CON ENFOQUE COMUNITARIO													
10736	I20205	VIGILANCIA Y PREVENCIÓN DE VECTORES CON ENFOQUE COMUNITARIO													
5827	I20203	INTERVENCIÓN DE FORMAS ADULTAS DE VECTORES DE INTERÉS EN SALUD PÚBLICA													
3453	I201011	ENTREGA O DISPENSACIÓN MASIVA DE DESPARASITANTES PARA LA ELIMINACIÓN DEL COMPLEJO CISTICERCOSIS TENIASIS													
3452	I20101	ENTREGA O DISPENSACIÓN MASIVA DE DESPARASITANTES PARA LA ELIMINACIÓN DEL COMPLEJO CISTICERCOSIS TENIASIS													
3261	I116049	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3258	I116048	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3257	I116047	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3256	I116046	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3255	I116045	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3260	I116044	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3254	I116043	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3253	I116042	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3252	I116041	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3259	I116040	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3251	I11604	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE HABILIDADES COGNITIVAS													
3326	I115016	EDUCACIÓN Y COMUNICACIÓN PARA LA SALUD EN PRÁCTICAS DE CUIDADO DE LA SALUD EN EL TRABAJO													
3325	I115015	EDUCACIÓN Y COMUNICACIÓN PARA LA SALUD EN PRÁCTICAS DE CUIDADO DE LA SALUD EN EL TRABAJO													
3324	I115014	EDUCACIÓN Y COMUNICACIÓN PARA LA SALUD EN PRÁCTICAS DE CUIDADO DE LA SALUD EN EL TRABAJO													
3323	I115013	EDUCACIÓN Y COMUNICACIÓN PARA LA SALUD EN PRÁCTICAS DE CUIDADO DE LA SALUD EN EL TRABAJO													
3327	I115012	EDUCACIÓN Y COMUNICACIÓN PARA LA SALUD EN PRÁCTICAS DE CUIDADO DE LA SALUD EN EL TRABAJO													
3328	I115011	EDUCACIÓN Y COMUNICACIÓN PARA LA SALUD EN PRÁCTICAS DE CUIDADO DE LA SALUD EN EL TRABAJO													
3329	I11501	EDUCACIÓN Y COMUNICACIÓN PARA LA SALUD EN PRÁCTICAS DE CUIDADO DE LA SALUD EN EL TRABAJO													
3262	I114141	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE LA ALIMENTACIÓN EN LA PRIMERA INFANCIA													
3263	I11414	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DE LA ALIMENTACIÓN EN LA PRIMERA INFANCIA													
3293	I114121	EDUCACIÓN Y COMUNICACIÓN PARA LA ADOPCIÓN DE ESTILOS DE VIDA SALUDABLE													
3294	I11412	EDUCACIÓN Y COMUNICACIÓN PARA LA ADOPCIÓN DE ESTILOS DE VIDA SALUDABLE													
3283	I1141032	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3282	I1141031	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3280	I114103	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3279	I114102	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3278	I114101	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3277	I11410	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3274	I11408	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES CRÓNICAS METABÓLICAS													
3265	I114042	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DEL CUIDADO E HIGIENE DE LA SALUD BUCAL													
3266	I114041	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DEL CUIDADO E HIGIENE DE LA SALUD BUCAL													
3264	I11404	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA PROMOCIÓN DEL CUIDADO E HIGIENE DE LA SALUD BUCAL													
3247	I11403	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA LA ALIMENTACIÓN SALUDABLE													
3269	I114022	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA PROMOVER LA CESACIÓN DEL CONSUMO DE TABACO, DERIVADOS Y SUCEDÁNEOS													
3268	I114021	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA PROMOVER LA CESACIÓN DEL CONSUMO DE TABACO, DERIVADOS Y SUCEDÁNEOS													
3267	I11402	EDUCACIÓN Y COMUNICACIÓN EN SALUD PARA PROMOVER LA CESACIÓN DEL CONSUMO DE TABACO, DERIVADOS Y SUCEDÁNEOS													
3281	I113075	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3285	I113074	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3284	I113072	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3276	I113071	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3275	I11307	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS													
3288	I113045	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES TRANSMITIDAS POR VECTORES													
3290	I113044	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES TRANSMITIDAS POR VECTORES													
3289	I113043	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES TRANSMITIDAS POR VECTORES													
3291	I113042	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES TRANSMITIDAS POR VECTORES													
3286	I113041	EDUCACIÓN Y COMUNICACIÓN PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES TRANSMITIDAS POR VECTORES													
