id,cups,procedimiento,ide
1357,2262,Cantotomia,7652
8632,226201,Reseccion de lesion benigna en seno maxilar (con extension nariz-coana). via microendoscopica,5946
8641,226202,Reseccion de lesion maligna en seno maxilar. por por maxilectomia superior. parcial o medial,5947
2325,2263,Correccion epicanto,7653
4652,226301,Fronto etmoidectomia externa [operacion de lynch],5948
3907,226302,Etmoidectomia externa,5949
3904,226303,Etmoidectomia anterior transnasal,5950
3906,226305,Etmoidectomia anterior. via endoscopica transnasal,5951
3905,226307,Etmoidectomia anterior y posterior via endoscopica transnasal,5952
6377,226308,Maxiloetmoidectomia,5953
2326,2264,Correccion epicanto con cuatro colgajos (mustarde),7654
3657,226400,Esfenoidectomia sod,5954
3656,226401,Esfenoidectomia endoscopica transnasal,5955
2416,2265,Correccion telecanto y blefarofimosis por disrrupcion orbital,7655
2417,2266,Correccion telecanto. blefarofimosis y epicanto (congenita),7656
2360,2270,Correccion ptosis palpebral (reseccion externa o interna del musculo elevador),7657
8363,22701,Renograma secuencial,7658
8365,22702,Renograma secuencial con filtracion glomerular,734
4573,22703,Flujo plasmatico renal efectivo,735
9019,22704,Residuo vesical (sondas),736
4529,22705,Filtracion glomerular,737
4724,22706,Gamagrafia de perfusion testicular,738
1688,22707,Cistografia,739
8359,22708,Renograma basal y post captopril,740
4766,22709,Gamagrafia renal estatica dmsa,741
2359,2271,Correccion ptosis palpebral (procedimiento de fassanella y servat),742
7216,22710,Perfusion renal,1236
1592,227101,Cierre de fistula oroantral,5956
2362,2272,Correccion ptosis palpebral deslizamiento musculo frontal,743
2361,2273,Correccion ptosis palpebral con injerto fascia lata,1237
4756,22801,Gamagrafia osea segmentaria,744
4754,22802,Gamagrafia osea corporal total,745
2569,22901,Dacriocistografia o gamagrafia vias lagrimales,746
4757,22902,Gamagrafia para deteccion de galio 67,747
7229,2301,Peritomia total,748
3965,230101,Exodoncia de diente permanente unirradicular,5957
3964,230102,Exodoncia de diente permanente multirradicular,5958
3968,230103,EXODONCIA DE DIENTES PERMANENTES,11642
8906,2302,Reseccion pterigion,749
3970,230200,Exodoncia de dientes temporales sod,10094
3967,230201,Exodoncia de diente temporal unirradicular,5959
3966,230202,Exodoncia de diente temporal multirradicular,5960
3969,230203,EXODONCIA DE DIENTES TEMPORALES,11643
8907,2303,Reseccion pterigion con injerto de conjuntiva,750
8908,2304,Reseccion pterigion reproducido,751
8912,2305,Reseccion quiste o tumor conjuntival,752
8913,2306,Reseccion quiste o tumor conjuntival con injerto de mucosa,753
9660,2310,Sutura de la conjuntiva,7532
1696,23101,Cistometrograma,7533
3788,23102,Estudio completo de impotencia (incluye: falodinamia y estudio vascular),7534
1694,23103,Cistometria,7535
10574,23104,Uroflujometria,7536
1342,23105,Cambio de cateter urinario,7537
3660,23107,Esfinteromanometria,7538
7201,23108,Perfil de presion uretral,7539
3885,23109,Estudio de urodinamia standard (uroflujometria. electromiografia esfinteriana y cistometria),7540
5591,2311,Injerto de la conjuntiva,7541
3884,23110,Estudio de urodinamia con test de fentolamina,7542
3979,231100,Exodoncia quirurgica unirradicular sod,5961
3978,231101,EXODONCIA QUIRÚRGICA UNIRRADICULAR,12007
3882,23111,Estudio de urodinamia con test de betanecol,7543
3883,23112,Estudio de urodinamia con test de diazepan,7544
7203,23114,Perfil de presion uretral con test de denervacion uretral,7545
904,23115,Aspiracion vesical suprapubica,7546
1489,23116,Cateterismo vesical,7547
5746,23117,Instilacion vesical,7548
6245,23118,Litotricia extracorporea para calculos complejos (coraliformes) costo atencion integral,7549
6246,23119,Litotricia extracorporea para calculos simples (pielico. calicial y ureteral unico) costo atencion integral,7550
2412,2312,Correccion simblefaron,7551
6311,23120,Manometria pielica,7552
3976,231200,Exodoncia quirurgica multirradicular sod,3047
3977,231202,Exodoncia quirurgica multirradicular sod,12008
2894,23121,Dilatacion uretral (sesion),7553
4623,2313,Fotocoagulacion de conjuntiva por laser,7554
3963,231301,Exodoncia de diente incluido,9095
3972,231302,Exodoncia de incluidos en posicion ectopica con abordaje intraoral,5962
3971,231303,Exodoncia de incluidos en posicion ectopica con abordaje extraoral,5963
3983,231401,Exodoncias multiples con alveoloplastia. por cuadrante sod,5964
2678,23201,Derivacion ventriculoatrial,168
6791,232101,Obturacion dental con amalgama,5965
6790,232101A,Obturacion dental adiciona con amalgama,11090
6794,232102,Obturacion dental con resina de fotocurado,5966
6793,232102A,Obturacion dental con resina adicional de fotocurado,11091
6792,232103,Obturacion dental con ionomero de vidrio,5967
6789,232104,OBTURACION DENTAL,11644
6797,232200,Obturacion temporal por diente sod,5968
6796,232201,OBTURACIÓN TEMPORAL POR DIENTE,12000
7778,232401,Reconstruccion de angulo incisal. con resina de fotocurado,5969
7854,232402,Reconstruccion tercio incisal. con resina de fotocurado,5970
10718,23401,Ventriculoperitoneostomia,170
2643,23402,Derivacion cisto peritoneal [quiste ventricular a peritoneo],171
1885,234101,COLOCACIÓN O APLICACIÓN DE CORONA EN ACERO INOXIDABLE (PARA DIENTES TEMPORALES),11852
1886,234103,COLOCACIÓN O APLICACIÓN DE CORONA EN FORMA PLÁSTICA,11853
5697,234401,Insercion - adaptacion y control de protesis mucosoportada total medio caso superior o inferior,10911
5698,234402,Insercion - adaptacion y control de protesis mucosoportada total superior o inferior,10912
2673,23501,Derivacion ventricular al aparato urinario ncoc,173
8284,235100,Reimplante de diente sod,5971
7601,237101,Pulpotomia con pulpectomia,5972
7600,237102,Pulpotomia,5973
7599,237103,Pulpectomia,11618
580,237200,Apexificacion o apexogenesis sod,9158
9894,237301,Terapia de conducto radicular en diente unirradicular en dientes permanentes,5974
9895,237302,Terapia de conducto radicular en dientes birradiculares,5975
9896,237303,Terapia de conducto radicular en dientes multirradiculares,5849
9893,237304,Terapia de conducto radicular en diente temporal unirra-dicular,5850
9892,237305,Terapia de conducto radicular en diente temporal multi-rradicular,5851
2548,237401,Curetaje apical con apicectomia y obturacion retrogada,5852
4038,237902,Exploracion y movilizacion de nervio dentario inferior,5853
2764,2401,Descompresion de orbita (excepto via techo orbita),7555
6889,240100,Operculectomia ncoc,9159
2993,2402,Drenaje absceso de orbita,7556
2817,240200,Detartraje subgingival (por cuadrante) sod,9160
4150,2403,Extraccion cuerpo extrano de orbita,7557
263,240300,Alisado radicular. campo cerrado ( por sextante ) sod,9161
262,240301,"ALISADO RADICULAR, CAMPO CERRADO",12009
3051,240600,Drenaje de abscesos periodontales sod,5854
9010,2410,Reseccion tumor orbita,7558
5893,24100,Irrigacion de derivacion ventricular sod,176
3735,24101,Espirometria simple,7559
3740,24102,Espirometria simple y con broncodilatadores,7560
3736,24103,Espirometria simple mas capacidad residual funcional,7561
3739,24104,Espirometria simple mas volumen respiratorio y capacidad pulmonar total (incluye: radiografia de torax ap y lat),7562
3737,24105,Espirometria simple mas difusion de monoxido de carbono,7563
4793,24106,Gasimetria arterial (cada muestra),7564
3738,24107,Espirometria simple mas difusion de monoxido de carbono y gasimetria arterial,7565
10769,24108,Volumen de cierre,7566
2554,24109,Curva de flujo de volumen,7567
2555,24110,Curva de flujo de volumen pre y post-broncodilatadores,7568
1201,241101,Biopsia incisional de encia,5855
1191,241102,Biopsia escisional de encia con cierre primario,5856
1192,241103,Biopsia escisional de encia y recubrimiento con colgajo o injerto,5857
3890,24111,Estudio fisiologico del sueno,7569
9933,24112,Test de broncomotricidad,7570
9053,24113,Respuesta ventilatoria a la hipoxia. hiperoxia e hipercapnia,2334
6404,24114,Medicion presion inspiratoria y respiratoria maxima,7571
4792,24115,Gases arteriales y venosos mixtos. determinacion de contenidos. d (a v) 02. extraccion periferica y aporte de o2,7572
6390,24116,Mecanica respiratoria. pletismografia inductiva torax y abdomen. fuerza y resistencia de musculo respiratorio,7573
9023,24117,Resistencia total de vias aereas,7574
2919,24118,Distensibilidad pulmonar,7575
3531,24119,Ergoespirometria completa. (mv.bf.fco2. rq. hr. vo2. vco2. fo2. vo2/hr. vo2/kg. met. eqo2),7576
1339,24120,Calculo de consumo de oxigeno,7577
1105,241200,Biopsia de alveolo sod,9162
4789,24121,Gases alveolares (gases arteriales. cocientes respiratorios. calculo espacios muertos en reposo y en esfuerzo y calculo consumo de oxigeno),7578
7611,24122,Puncion pleural,7579
2557,24123,Curva de hiperoxia (5 muestras de arteriales con oxigeno al 100%),7580
9935,24124,Test de ejercicio pulmonar,7508
9296,24125,Saturacion percutanea de co2,7509
7089,24126,Oximetria de pulso,7510
3955,2420,Exenteracion de orbita,7511
8222,24201,Reemplazo parcial de derivacion,178
8242,24202,Reemplazo total de derivacion,179
2547,242201,Curetaje a campo abierto por sextante,9163
7290,2430,Plastia de orbita (insercion de protesis orbitaria),7512
9070,24301,Retiro de derivacion,181
7291,2431,Plastia de orbita con reconstruccion de fondos de saco con injertos,7513
4062,243101,Extirpacion de lesion benigna encapsulada en encia hasta de tres centimetros,5858
4061,243102,Extirpacion de lesion benigna encapsulada en encia de mas de tres centimetros,5859
4064,243103,Extirpacion de lesion benigna no encapsulada en encia hasta de tres centimetros,5860
4063,243104,Extirpacion de lesion benigna no encapsulada en encia de mas de tres centimetros,5861
4071,243105,Extirpacion de lesion maligna de encia sin vaciamiento ganglionar ni reseccion de estructuras vecinas u oseas,5862
4067,243106,Extirpacion de lesion maligna de encia con vaciamiento ganglionar. piso de boca y/o lengua con cierre primario,2923
4068,243107,Extirpacion de lesion maligna de encia con vaciamiento ganglionar. piso de boca y/o lengua y reconstruccion con colgajo pediculado,5863
4070,243108,Extirpacion de lesion maligna de encia con vaciamiento ganglionar. reseccion osea y reconstruccion con placa y colgajo pediculado,5864
4069,243109,Extirpacion de lesion maligna de encia con vaciamiento ganglionar. reseccion osea y reconstruccion con placa y colgajo libre,5865
7840,2432,Reconstruccion piso,7514
9666,243201,Sutura de laceracion de encia. menor de tres centimetros,5866
9665,243202,Sutura de laceracion de encia. mayor de tres centimetros,5867
8193,2433,Reduccion fractura,7515
3472,243301,Enucleacion de quiste epidermoide. via intraoral,5868
3469,243302,Enucleacion de quiste epidermoide. via extraoral,5869
6888,243502,Operculectomia,11110
3468,244101,Enucleacion de quiste (odontogenico o no odontogenico) hasta de tres centimetros de diametro,5870
3467,244102,Enucleacion de quiste (odontogenico o no odontogenico) de mas de tres centimetros de diametro,5871
8733,244103,Reseccion de tumor benigno o maligno odontogenico,5872
8737,244104,Reseccion de tumor benigno o maligno odontogenico y reconstruccion inmediata con injerto oseo libre,5873
8735,244105,Reseccion de tumor benigno o maligno odontogenico y reconstruccion con colgajo oseo pediculado,5874
8734,244106,Reseccion de tumor benigno o maligno odontogenico y reconstruccion con colgajo oseo libre,5875
8736,244107,Reseccion de tumor benigno o maligno odontogenico y reconstruccion con placa,5876
6325,244108,Marsupializacion de quiste odontogenico o no odontogenico,5877
8645,244109,RESECCION DE LESION ODONTOGENICA SOD,11645
8273,245100,Regularizacion de rebordes por cuadrante sod,9164
4498,247401,Ferulizacion rigida (superior y/o inferior),5878
4499,247402,Ferulizacion semirigida (superior y/o inferior),5879
7126,24879,PAÑALES DESECHABLES ETAPA 5,12024
2138,249100,CONTROL DE HEMORRAGIA DENTAL POS QUIRURGICA SOD,11646
2137,249101,Control de hemorragia dental pos quirurgica sod,5880
5389,25000,Implante de cateter (intraventricular. intracistico) con reservorio subcutaneo. ncoc,6929
4165,2501,Extraccion cuerpo extrano endocular,7516
1098,250100,Biopsia cerrada [puncion] [aspiracion con aguja fina] de lengua sod,5881
1183,250201,Biopsia en cuna o por trucut de lengua,5882
1203,250202,Biopsia incisional de lengua,5883
1195,250203,Biopsia escisional de lengua,5884
3464,2510,Enucleacion con injerto dermograso,7517
3889,25100,Estudio electrofisiologico transesofagico,7518
8651,251000,Reseccion de lesion superficial en la lengua sod,5885
3888,25101,Estudio electrofisiologico convencional (no incluye cateterismo),7519
3347,25102,Electrocardiograma,7520
7221,25103,Pericardiocentesis,7521
7562,25104,Prueba ergometrica o test de ejercicio,7522
4591,25105,Fonocardiograma y pulsos,7523
3198,25106,Ecocardiograma modo m,7524
3199,25107,Ecocardiograma modo m y bidimensional,7525
3203,25108,Ecocardiograma modo m. bidimensional y doppler,7526
3204,25109,Ecocardiograma modo m. bidimensional y doppler color,7527
3463,2511,Enucleacion con implante,7528
3205,25110,Ecocardiograma modo m. bidimensional y doppler color intraoperatorio,7529
8650,251100,Reseccion de lesion profunda en la lengua sod,5886
3206,25111,Ecocardiograma transesofagico,7530
10673,25112,Vectocardiograma,7531
1482,25113,Cateterismo derecho. con o sin angiografia,703
1484,25114,Cateterismo izquierdo. con o sin angiografia,1220
1483,25115,Cateterismo izquierdo y derecho. con o sin angiografia,704
1486,25116,Cateterismo transeptal + cateterismo izquierdo y derecho,1221
2199,25117,Coronariografia (incluye: cateterismo izquierdo. ventriculografia),705
2200,25118,Coronariografia + cateterismo derecho,1222
980,25119,Auriculograma izquierdo y/o arteriografia pulmonar (incluye cateterismo derecho),706
721,25120,Arteriografia selectiva no coronaria,1223
717,25121,Arteriografia renal,707
686,25122,Arteriografia abdominal,1224
702,25123,Arteriografia periferica,708
5375,25124,Implantacion de marcapaso transitorio,1225
5374,25125,Implantacion de marcapaso definitivo con electrodo venoso,709
3346,25126,Electrocardiografia dinamica de 24 horas (holter),1226
444,25127,Angioplastia coronaria (incluye: colocacion marcapaso y coronariografia post angioplastia inmediata),710
465,25128,Angioplastia periferica (incluye: arteriografia post angioplastia),1227
10655,25129,Valvuloplastia con balon,711
10405,25130,Trombolisis intracoronaria,1228
5370,25132,Implantacion de dispositivo en vena cava inferior,712
959,25133,Aterectomia con cateter,1229
5379,25134,Implantacion de stent en arteria periferica,713
5380,25135,Implantacion de stent intracoronario,1230
22,25136,Ablacion por cateter de focos arritmogenicos (sin cateterismo),714
1432,25137,Cardioversion electrica de paciente en tratamiento no quirurgico,1231
1863,25138,Colocacion cateter de swan ganz,715
4177,25139,Extraccion cuerpo extrano intravascular,1232
8488,25140,Reprogramacion de marcapaso,716
3196,25141,Ecocardiograma de ejercicio (2 modo m. bidimensional y doppler. mas prueba ergometrica),1233
6564,25142,Monitoreo de presion arterial por 24 horas. en paciente ambulatorio,717
172,25142AFINA,Afinamiento presion arterial sistemica,11230
3870,25143,Estudio de potenciales tardios,1234
6318,25144,Mapeo intracoronario con estudio post operatorio,718
3922,25145,Evaluacion funcional sinusal,1235
3919,25146,Evaluacion conduccion av,719
3762,25147,Estimulacion auricular,2335
1569,25148,Cierre de ductus por dispositivo de sombrilla,720
1564,25149,Cierre de cia por dispositivo de sombrilla,721
3195,25150,Ecocardiografia de stress farmacologico,722
7395,25151,Potenciales ekg y/o electrocardiografia de alta resolucion,723
8629,252000,Reseccion de lengua en cuna sod,5887
5043,252501,Hemiglosectomia simple (sin vaciamiento linfatico),5888
5039,252502,Hemiglosectomia con ciere primario,5889
5041,252503,Hemiglosectomia con colgajo pediculado,5890
5040,252504,Hemiglosectomia con colgajo libre,5891
5042,252505,Hemiglosectomia con reseccion osea. colocacion de placa y colgajo libre o pediculado,5892
5742,2530,Insercion secundaria de protesis (con formacion de fondos de saco conjuntivales),724
4853,253000,Glosectomia total sin reseccion mandibular y reconstruccion con colgajo pediculado sod,5893
4852,253100,Glosectomia total sin reseccion mandibular y reconstruccion con colgajo libre sod,5894
4850,253200,Glosectomia total con reseccion mandibular y reconstruccion con colgajo libre o pediculado y placa sod,5895
4849,253300,Glosectomia total con laringofaringectomia y reconstruccion con colgajo libre o pediculado sod,5896
6503,2534-5,MICRONUTRINETE,11787
6500,25364-5,MICRONUTRIENTES,11795
2328,2540,Correccion estrabismo horizontal o vertical,725
4848,254000,Glosectomia radical ncoc,5897
2329,2541,Correccion estrabismo mixto (horizontal con componente vertical),726
116,2542,Acortamiento tendon cantal medial (telecanto),727
9669,255100,Sutura de laceracion de lengua (glosorrafia) sod,5898
4856,255901,Glosoplastia con injerto cutaneo o mucoso,5899
4854,255902,Glosopexia,5900
7287,255903,Plastia de frenillo lingual,5901
4651,256100,Frenillectomia lingual ncoc,5902
3032,256301,Drenaje de absceso en lengua,5903
3914,2601,Evacuacion de hifema,728
9451,260100,Sialolitotomia sod,5904
4144,2602,Extraccion cuerpo extrano de cornea profundo,729
4004,260200,Exploracion de glandula salival sod,5905
7148,2603,Paracentesis de camara anterior,730
3073,260300,Drenaje de glandula salival sod,5906
7636,2604,Queratotomia radial miopica o astigmatica,731
1500,2610,Cauterizacion de cornea ( termo o crio aplicacion),732
3361,26101,Electroencefalograma,733
3363,26102,Electroencefalograma con electrodos nasofaringeos,7425
7398,26103,Potenciales evocados (visual. auditivo o somato-somato sensorial),7426
7609,26104,Puncion lumbar,7427
1255,26105,Bloqueo nervio periferico,7428
1256,26106,Bloqueo nervio simpatico,7429
1264,26107,Bloqueo seno carotideo,7430
1257,26108,Bloqueo nervio vago,7431
1263,26109,Bloqueo regional continuo,7432
7622,2611,Queratectomia,7433
1260,26110,Bloqueo plejo braquial,7434
1097,261100,Biopsia cerrada [puncion] [aspiracion con aguja fina] de glandula o conducto salival sod,2409
1266,26111,Bloqueo union mononeural,7435
1258,26112,Bloqueo para cervical,7436
1254,26113,Bloqueo nervio frenico,7437
1261,26114,Bloqueo plejo celiaco,7438
3893,26115,Estudio polisomnografico,7439
3358,26116,Electrocorticografia,7440
9761,26117,Telemetria (hora de examen),7441
8977,2612,Reseccion tumor cornea,7442
1193,261201,Biopsia escisional de glandula salivar menor (con conducto salival),2410
9752,2613,Tatuaje de la cornea,7443
9632,2620,Sutura cornea superficial,7444
9631,2621,Sutura cornea perforante,7445
6322,262101,Marsupializacion de la ranula,2411
7630,2622,Queratoplastia penetrante,7446
7631,2623,Queratoplastia penetrante (retiro puntos),7447
7635,2624,Queratoplastia superficial o lamelar,7448
8450,2625,Reparacion herida corneoesclera con hernia uveal o faquectomia,7449
7624,2626,Queratofaquia,7450
7626,2627,Queratomileusis,7451
7632,2628,Queratoplastia penetrante mas cirugia combinada de catarata. antiglaucomatosa o lente intraocular,7452
5394,2629,Implante de protesis corneana (queratoprotesis),7453
8665,262901,Reseccion de mucocele de glandula salival,2412
9447,263000,Sialoadenectomia. ncoc,2413
7170,263101,Parotidectomia del lobulo superficial,2414
7171,263201,Parotidectomia total,2415
7172,263202,Parotidectomia total conservadora del vii par craneal,2416
9444,263203,Sialoadenectomia de glandula sublingual,2417
9445,263204,Sialoadenectomia de glandula submaxilar (submandibular),2418
9446,263205,Sialoadenectomia de glandulas palatinas,2419
3649,2640,Escleroqueratoplastia,7454
3648,2641,Escleroplastia,7455
1628,264101,Cierre o reparacion salival sin injerto,3046
8982,2642,Reseccion tumor de la esclerotica,7456
1627,264201,Cierre o reparacion de fistula salival sin injerto,2420
1626,264202,Cierre o reparacion de fistula salival con injerto,2421
9645,2643,Sutura de esclerotica,7457
9633,2644,Sutura corneoesclera,7458
9455,264901,Sialoplastia (reparacion del conducto) sin injerto,2422
9454,264902,Sialoplastia (reparacion del conducto) con injerto,2423
4555,264903,Fistulizacion de glandula salivar,2424
4001,269100,Exploracion de conducto salival sod,2921
1491,269301,Cateterizacion y sialometria,5993
5879,2701,Iridectomia,7459
5433,270101,Incision y drenaje intraoral en cavidad bucal,5994
5431,270102,Incision y drenaje extraoral en cavidad bucal,5995
5882,2702,Iridodialisis anterior,7460
5883,2703,Iridodialisis posterior,7461
5888,2704,Iridotasis,7462
8978,2706,Reseccion tumor cuerpo ciliar,7463
8986,2707,Reseccion tumor iris,7464
969,27101,Audiometria de bekesy,7465
975,27102,Audiometria tonal,7466
976,27103,Audiometria verbal (logoaudiometria),7467
970,27104,Audiometria de tallo cerebral,7468
7574,27105,Pruebas de reclutamiento (sisi tdt) c/u,7469
7571,27106,Pruebas de fatiga (tone decay. etc.) c/u,7470
3897,27107,Estudio vestibular con foto electronistagmografia,7471
128,27108,Adaptacion de audifono,7472
7612,27109,Puncion seno maxilar,7473
5357,27110,Impedanciometria,7474
3029,271100,Drenaje de absceso de paladar sod,5996
6623,27111,Nebulizaciones c/u,7475
7461,27112,Proetz (desplazamiento) c/u,7476
126,27113,Acufenometria (inhibicion residual),7477
9148,27114,Rinomanometria,7478
5996,27115,Lavado de oidos,7479
2542,27116,Curacion de oido (bajo microscopio),7480
10642,27117,Valoracion electrica de nervio facial (prueba de hilger),7481
3014,27118,Drenaje absceso simple o hematoma de oido externo,7482
4142,27119,Extraccion cuerpo extrano conducto auditivo externo. sin incision,7483
4179,27120,Extraccion cuerpo extrano nariz,7484
9742,27121,Taponamiento nasal anterior,7485
9743,27122,Taponamiento nasal posterior,7486
3006,27123,Drenaje absceso periamigdalino,2336
3381,27124,Electronistagmografia,7487
2544,27125,Curacion nariz o senos paranasales,7488
5440,27126,Infiltracion de cornetes,7489
7577,27127,Pruebas vestibulares caloricas y/o termicas,7490
2483,27128,Criocoagulacion de cornetes,7491
3356,27129,Electrococleografia,7492
3353,27130,Electrocoagulacion de mucosa nasal,7493
9452,27131,Sialometria,7494
2192,2720,Coreoplastia,7495
4522,2721,Fijacion iris,7496
1179,272101,Biopsia de uvula,5997
1204,272102,Biopsia incisional de paladar,5998
1196,272103,Biopsia escisional de paladar,5999
5885,2722,Iridoplastia,7497
5891,2723,Iridotomia por fotocoagulacion,7498
1202,272301,Biopsia incisional de labio,6000
1194,272302,Biopsia escisional de labio,6001
1154,272401,Biopsia de pared de cavidad bucal. incisional o escisional,6002
1555,2730,Ciclodiatermia,7499
9482,2731,Sinequiotomia,7500
4073,273101,Extirpacion de lesion superficial de paladar,6003
8872,273102,Reseccion local del paladar por cauterizacion y/o crioterapia,6004
8873,273103,Reseccion local del paladar por quimioterapia,6005
1551,2732,Ciclocrioterapia,7501
4072,273201,Extirpacion de lesion profunda de paladar,513
8815,273202,Reseccion en bloque de apofisis alveolar y paladar,1099
7095,273203,Palatectomia parcial,514
7096,273204,Palatectomia total,1100
4650,274100,Frenillectomia labial ncoc,515
8889,274201,Reseccion parcial de labio por tumor maligno,1101
8890,274202,Reseccion parcial de labio por tumor maligno. con rotacion de colgajo,516
8944,274203,Reseccion total de labio por tumor maligno,1102
8630,274301,Reseccion de lesion benigna de la mucosa oral. hasta de dos centimetros de diametro,517
8631,274302,Reseccion de lesion benigna de la mucosa oral. mayor de dos centimetros de diametro,1103
8769,274303,Reseccion de tumor maligno de mucosa oral,518
8770,274304,Reseccion de tumor maligno de mucosa oral. con colgajo local o a distancia,1104
8771,274305,Reseccion de tumor maligno de mucosa oral. con microcirugia,519
8611,274400,Reseccion de fosetas labiales ncoc,1105
8333,274901,Remocion de cuerpo extrano en tejidos blandos de la boca,520
8583,274902,Reseccion de bridas intraorales,1106
9716,275101,Sutura o reparacion de laceracion en labios. hasta de cinco,521
9715,275102,Sutura o reparacion de laceracion en labios. de mas de cinco centimetros,1107
9679,275104,SUTURA DE LACERACIÓN EN LABIOS,11835
3772,275201,Estomatorrafia (sutura de herida en mucosa oral) de menos de cinco centimetros,522
3771,275202,Estomatorrafia (sutura de herida en mucosa oral) de mas de cinco centimetros,1108
9670,275203,SUTURA DE LACERACIÓN DE OTRA PARTE DE LA BOCA,12093
8863,275301,Reseccion intraoral de fistula de boca,523
8835,275302,Reseccion extraoral de fistula de boca,1109
1594,275303,Cierre de fistula orosinusal u oronasal. con colgajo palatino. lingual o bucal,524
1593,275304,Cierre de fistula orosinusal con sinusotomia. con o sin remocion de cuerpo extrano o colgajo palatino. lingual o bucal,1110
202,275305,Alargamiento de paladar con colgajo en isla,525
2351,275401,Correccion parcial de labio fisurado por adhesion,1111
2358,275402,Correccion primaria de labio fisurado unilateral,526
2411,275403,Correccion secundaria de labio fisurado unilateral,1112
2273,275404,Correccion de labio fisurado bilateral en un tiempo,527
2272,275405,Correccion de labio fisurado bilateral en dos tiempos,528
5592,275500,Injerto de piel de grosor total aplicado al labio y cavidad,529
5599,275701,Injerto de piel en labios con adhesion de colgajo pediculado,530
7465,275801,Profundizacion o descenso de piso de boca con desinsercion de milohiodeo y/o genihiodeo,531
7464,275901,Profundizacion de surco vestibular con injerto mucoso,532
7463,275902,Profundizacion de surco vestibular con injerto cutaneo,533
7097,276101,Palatorrafia en z (furlow),534
2264,276201,Correccion de hendidura alveolopalatina,535
1606,276202,Cierre de hendidura alveolar con injerto,5909
1607,276203,Cierre de hendidura alveolar sin injerto,5910
2258,276205,Correccion de fisura palatina. con colgajo vomeriano,5911
5632,276206,Injerto oseo de paladar,5912
10583,276207,Uvulo-palato-faringoplastia,5913
9115,276300,Revision de reparacion de paladar fisurado ncoc,5914
8894,277201,Reseccion parcial de uvula,5915
10584,277301,Uvulorrafia,5916
1633,278301,Cierre velofaringeo con colgajo faringeo,5917
2278,278400,Correccion de macro o microstoma ncoc,5918
1553,2801,Ciclodialisis,7502
3112,280100,Drenaje transcervical en amigdala y estructuras periamigdalares sod,5919
4894,2802,Goniotomia,7503
3114,280200,Drenaje transoral en amigdala y estructuras periamigdalares sod,5920
10141,2804,Trabeculectomia (esclerectomia subescleral),7504
10145,2805,Trabeculotomia,7505
4624,2806,Fotocoagulacion del angulo camerular (trabeculoplastia),7506
9065,2810,Retinopexias,7507
10448,28101,Ultrasonografia,7352
433,28102,Angiofluor esceinografia unilateral. con fotografias a color de segmento posterior,7353
10087,28103,Tomografia con pruebas provocativas,7354
1348,28104,Campo visual central y periferico bilateral,7355
9570,28105,Sondeo vias lagrimales (minimo 3. sesiones). incluye: estricturotomia,7356
1504,28106,Cauterizacion de puntos lagrimales,7357
3372,28107,Electrolisis de pestanas,7358
4149,28108,Extraccion cuerpo extrano de la conjuntiva,7359
2549,28109,Curetaje de la conjuntiva o cornea,7360
9062,2811,Retinopexia por crio. o diatermia,7361
5870,28110,Inyeccion sub conjuntival,7362
2988,28111,Drenaje absceso cornea,7363
4182,28112,Extraccion cuerpo extrano superficial de cornea,7364
4183,28113,Extraccion cuerpo extrano superficial de esclerotica,7365
3944,28114,Examen optometrico,7366
3924,28115,Evaluacion ortoptica,7367
3928,28116,Evaluacion y tratamiento ortoptico (sesion),7368
3929,28117,Evaluacion y tratamiento pleoptico (sesion),7369
10110,28118,Topografia corneal computarizada. unilateral,7370
7868,28119,Recuento de celulas endoteliales,7371
4625,2812,Fotocoagulacion intraquirurgica de retina. con laser,7372
1036,28120,Betaterapia  sesion,7373
7144,28122,Paquimetria (unilateral),7374
1045,28123,Biometria ocular (unilateral),7375
3386,28124,Electrorretinografia (bilateral),7376
3384,28126,Electrooculograma (bilateral),7377
5785,28127,Interferometria (unilateral),7378
5784,28128,Interferometria (bilateral),7379
4629,28129,Fotografia a color de segmento posterior (unilateral),7380
9064,2813,Retinopexia,7381
1349,28130,Campo visual computarizado (bilateral),7382
3004,28131,Drenaje absceso palpebral,7383
3019,28132,Drenaje chalazion,7384
4621,28133,Fotocoagulacion con yag laser (capsulotomia. iridectomia ruptura de bandas),7385
4626,28134,Fotocoagulacion. con laser de argon o kripton,7386
7119,28135,Panfotocoagulacion de retina. con laser de argon o kripton,7387
4622,28136,Fotocoagulacion de conjuntiva con laser,7388
9061,2814,Retinopexia intraquirurgica con laser,7389
5371,28202,Implantacion de dispositivo extradural,186
5372,28203,Implantacion de dispositivo intracerebral (electrodos. trasductores de pic),187
272,282100,Amigdalectomia sod,5921
5378,28301,Implantacion de neuroestimulador por craneotomia guiada por estereotaxia,189
1883,28302,Colocacion epidural del electrodo de neuroestimulacion intracraneal,190
5387,28303,Implantacion parenquimatosa del electrodo de neuroestimulacion intracraneal,191
5722,28305,Insercion de rejilla subdural,192
132,283100,Adenoamigdalectomia sod,5922
1881,28400,Colocacion de tractor cefalico o de halo chaleco ncoc,194
8701,284100,Reseccion de restos adenoamigdalinos sod,5923
4191,28500,Extraccion de compas o de halo traccion craneal ncoc,196
8575,285101,Reseccion de amigdala lingual. bandas faringeas laterales y membrana congenita con electrofulguracion,5924
