id,cups,procedimiento,ide
734,768801,Artrectomia temporomandibular,5078
3449,7701,Enterotomia,1441
9337,770100,Secuestrectomia,4030
2990,7702,Drenaje absceso de diverticulo,1442
9334,770200,Secuestrectomia,4032
9335,770301,Secuestrectomia,4034
9336,770302,Secuestrectomia,4036
7186,7703186031426,PEDIASURE CLINICAL,11862
3020,770401,Drenaje curetaje o secuestrectomia en huesos del carpo (uno o mas),45
3021,770402,Drenaje curetaje o secuestrectomia en metacarpianos (uno o mas),47
9327,770500,Secuestrectomia. drenaje. desbridamiento de femur sod,49
9329,770600,Secuestrectomia. drenaje. desbridamiento de rotula sod,50
9332,770701,Secuestrectomia. drenaje. desbridamiento de tibia o perone,52
9333,770702,Secuestrectomia. drenaje. desbridamiento de tibia y perone sod,54
9331,770801,Secuestrectomia. drenaje. desbridamiento de tarso o metatarso,55
9330,770802,Secuestrectomia. drenaje. desbridamiento de tarsianos y metatarsianos sod,57
9325,770901,Secuestrectomia. drenaje. desbridamiento de artejo o de falanges de pie (una o mas),59
9326,770902,Secuestrectomia. drenaje. desbridamiento de falanges mano (una o mas),61
9328,770920,Secuestrectomia. drenaje. desbridamiento de huesos pelvianos,63
3117,770930,Drenaje. curetaje. secuestrectomia de columna vertebral. via anterior,65
3119,770931,Drenaje. curetaje. secuestrectomia. de columna vertebral via posterior o posterolateral,66
3102,770932,Drenaje percutaneo en columna vertebral,67
1917,7710,Colostomia e ileostomia,1748
5350,7711,Ileostomia continente,1749
7770,771100,Reapertura de sitio de osteotomia sod,69
3140,7712,Duodenostomia,1750
4110,7720,Extirpacion lesion local intestino,1751
8812,7721,Reseccion diverticulo duodenal,1752
6980,772101,Osteotomia de clavicula con fijacion interna (osteosintesis),71
7012,772102,Osteotomia en clavicula sin fijacion,73
6981,772103,Osteotomia de costilla (una o mas),75
6987,772104,Osteotomia de escapula,77
6988,772105,Osteotomia de esternon,79
8862,7722,Reseccion intestinal,1753
6995,772201,Osteotomia de humero sin fijacion,81
6994,772202,Osteotomia de humero con fijacion (interna o externa) (osteosintesis),6172
8596,7723,Reseccion de diverticulo de meckel,1754
7022,772301,Osteotomia en radio o cubito sin fijacion,6625
7021,772302,Osteotomia en radio o cubito con fijacion (interna o externa),671
7024,772303,Osteotomia en radio y cubito sin fijacion,674
7023,772304,Osteotomia en radio y cubito con fijacion (interna o externa),675
1814,7724,Colectomia subtotal,1755
7010,772401,Osteotomia en carpiano o metacarpiano con fijacion (interna o externa),677
7011,772402,Osteotomia en carpiano y metacarpiano con fijacion (interna o externa),679
1815,7725,Colectomia total,1756
7030,772501,Osteotomia femoral diafisiaria sin fijacion,680
7029,772502,Osteotomia femoral diafisiaria con fijacion (interna o externa),682
7047,772503,Osteotomia supra e intercondilea de femur sin fijacion,684
7046,772504,Osteotomia supra e intercondilea de femur con fijacion (interna o externa),5155
7049,772505,Osteotomia supracondilea o intercondilea de femur. sin fijacion,5156
7048,772506,Osteotomia supracondilea o intercondilea de femur. con fijacion (interna o externa),5157
7041,772507,Osteotomia multiple de femur. sin fijacion,5159
7040,772508,Osteotomia multiple de femur. con fijacion (interna o externa),5160
7051,772509,Osteotomia valguizante o varizante de cuello de femur sin fijacion,5162
7050,772510,Osteotomia valguizante o varizante de cuello de femur con fijacion (interna o externa),5164
6979,772520,Osteotomia con descenso del trocanter mayor,5165
7025,772600,Osteotomia en rotula sod,5167
7005,772701,Osteotomia de tibia sin fijacion,5170
7003,772702,Osteotomia de tibia con fijacion (interna o externa),5172
6999,772703,Osteotomia de perone sin fijacion,5174
6998,772704,Osteotomia de perone con fijacion (interna o externa),5176
6990,772801,Osteotomia de hueso del tarso o metatarso sin fijacion (uno o mas huesos),5178
6989,772802,Osteotomia de hueso del tarso o metatarso con fijacion (interna o externa) (uno o mas huesos),5179
6992,772803,Osteotomia de hueso del tarso y metatarso sin fijacion (uno o mas huesos),5181
6991,772804,Osteotomia de hueso del tarso y metatarso con fijacion (interna o externa) (uno o mas huesos),5183
7016,772901,Osteotomia en falanges de mano sin fijacion (uno o mas),5185
7015,772902,Osteotomia en falanges de mano con fijacion (interna o externa) (uno o mas huesos),5187
7018,772903,Osteotomia en falanges del pie (excepto grueso artejo) sin fijacion (uno o mas huesos),5062
7017,772904,Osteotomia en falanges del pie (excepto grueso artejo) con fijacion (interna o externa) (uno o mas huesos),5065
7057,772920,Osteotomias simples en pelvis [pemberton-salter- chiari- dega],6883
7056,772921,Osteotomias complejas en pelvis con fijacion [ganz-doble- triple],6613
7053,772930,Osteotomia vertebral por via anterior sin fijacion,6884
7052,772931,Osteotomia vertebral por via anterior con fijacion,6614
7055,772932,Osteotomia vertebral por via posterior sin fijacion,6886
7054,772933,Osteotomia vertebral por via posterior con fijacion,6617
572,7730,Apendicectomia,1757
2394,773201,Correccion quirurgica de malformacion congenita de pie equino varo. con correccion de partes oseas (osteotomias y artrotomias),6888
2387,773202,Correccion quirurgica de malformacion congenita de pie equino cavo. con correccion de partes oseas (osteotomias y artrotomias),6618
2400,773203,Correccion quirurgica de malformacion congenita de pie valgo.con correccion de partes oseas (osteotomias y artrotomias),6890
2397,773204,Correccion quirurgica de malformacion congenita de pie tallus o convexo. con correccion de partes oseas (osteotomias y artrotomias),6620
2385,773205,Correccion quirurgica de malformacion congenita de pie cavo.con correccion de partes oseas (osteotomias y artrotomias),6896
398,7740,Anastomosis intestino delgado,1758
1136,774001,Biopsia de hueso en sitio no especificado. por via abierta,6622
1137,774002,Biopsia de hueso en sitio no especificado. por via percutanea,667
399,7741,Anastomosis intestino delgado con grueso,1759
400,7742,Anastomosis intestino grueso,1815
3444,7743,Enterorrafia,917
1069,774910,Biopsia abierta de vertebra,6623
1213,774911,Biopsia percutanea de vertebra,5077
1560,7750,Cierre comunicacion intestinal a piel,1444
2263,775101,Correccion de hallux valgus con osteotomia proximal o distal metatarsiana,393
2262,775102,Correccion de hallux valgus con osteotomia distal y proximal metatarsiana,394
2261,775103,Correccion de hallux valgus con buniectomia simple y capsuloplastia,395
2259,775201,Correccion de hallux valgus con artrodesis,396
2260,775301,Correccion de hallux valgus con artroplastia,397
8391,775600,Reparacion de dedo de pie en martillo (falangectomia. fusion o recorte) ncoc,1187
8390,775701,Reparacion de dedo de pie en garra con artrodesis (uno o mas),697
8447,775702,Reparacion del quinto dedo de pie en garra con artrodesis,1188
8205,7760,Reduccion volvulo intestino,918
8602,776001,Reseccion de exostosis en hueso no especificado (una o mas) ncoc,698
2799,7761,Desinvaginacion intestinal,1445
3629,776101,Escision tumor benigno de clavicula,1189
3639,776102,Escision tumor maligno de clavicula,699
3630,776104,Escision tumor benigno de escapula,1190
3640,776105,Escision tumor maligno de escapula,206
8964,776109,Reseccion tumor benigno de torax (reja costal y esternon),1195
8993,776110,Reseccion tumor maligno de torax (reja costal y esternon),5041
3638,776201,Escision tumor benigno humero sin injerto,5479
3637,776202,Escision tumor benigno humero con injerto,4311
3646,776203,Escision tumor maligno humero,3271
3634,776301,Escision tumor benigno en radio o cubito,4779
3643,776302,Escision tumor maligno en radio o cubito,4782
3631,776401,Escision tumor benigno en carpianos o metacarpianos sin injerto,3561
3641,776402,Escision tumor maligno en carpianos y metacarpianos,3563
3633,776501,Escision tumor benigno en femur sin fijacion,3564
3632,776502,Escision tumor benigno en femur con fijacion,4788
3642,776503,Escision tumor maligno en femur,4072
3635,776601,Escision tumor benigno en rotula,4792
3644,776602,Escision tumor maligno en rotula,4793
3636,776701,Escision tumor benigno en tibia o perone,4795
3645,776702,Escision tumor maligno en tibia o perone,4797
8642,776801,Reseccion de lesion maligna osea en tarsianos o metatarsianos,3754
8718,776802,Reseccion de tumor benigno en tarsianos o metatarsianos,2717
8809,776803,Reseccion del espolon calcaneo,2854
3605,776901,Escision de tumor benigno en falanges de pie o de mano,5633
3608,776902,Escision de tumor maligno en falanges de pie o de mano,5738
3606,776920,Escision de tumor benigno en huesos pelvianos,1478
3609,776921,Escision de tumor maligno en huesos pelvianos,6908
3599,776930,Escision de tumor (benigno o maligno) en columna vertebral via anterior,6137
3600,776931,Escision de tumor (benigno o maligno) en columna vertebral via posterior,623
3601,776932,Escision de tumor (benigno o maligno) en columna vertebral via posterolateral,6882
3603,776933,Escision de tumor (benigno o maligno) sacrococcigeo via anterior,6609
3602,776934,Escision de tumor (benigno o maligno) sacrococcigeo via posterior,5152
3604,776935,Escision de tumor (benigno o maligno) sacrococcigeo via posterolateral,183
2207,7770,Correccion atresia intestinal,919
2346,7771,Correccion malrotacion intestinal,1446
10045,777101,Toma de injerto oseo de escapula,184
10043,777102,Toma de injerto oseo de clavicula,185
10044,777103,Toma de injerto oseo de costilla (costocondral) o esternon,188
10049,777200,Toma de injerto oseo en humero sod,193
10050,777300,Toma de injerto oseo en radio o cubito sod,195
10042,777400,Toma de injerto oseo de carpo o matacarpo sod,197
10046,777500,Toma de injerto oseo de femur sod,344
10047,777600,Toma de injerto oseo de rotula sod,345
10041,777701,Toma de injerto de perone,347
7567,777778888,Prueba rapida de vih 3.0,11151
10048,777800,Toma de injerto oseo de tarso o metatarso sod,348
997,7778896,Azul de metileno 500ml,11154
10040,777902,Toma de injerto de hueso iliaco,351
8885,778101,Reseccion parcial de escapula,352
8881,778102,Reseccion parcial de clavicula,357
8882,778104,Reseccion parcial de costillas,360
8886,778105,Reseccion parcial de esternon,361
8600,778201,Reseccion de epicondilo o epitroclea humeral,363
5022,778202,Hemi o diafisectomia de humero,364
8585,778203,Reseccion de cabeza humeral,365
8883,778301,Reseccion parcial de diafisis en cubito (hemidiafisectomia),366
8601,778302,Reseccion de epifisis de cubito,367
8884,778303,Reseccion parcial de diafisis en radio,368
8594,778304,Reseccion de cupula de radio,369
8667,778305,Reseccion de olecranon,370
8584,778306,Reseccion de cabeza de radio,371
5023,778401,Hemi o diafisectomia metacarpianos (uno o mas),372
8550,778402,Reseccion cabeza de metacarpianos (uno o mas),373
5028,778501,Hemidiafisectomia en femur,374
8892,778600,Reseccion parcial de rotula o hemipatelectomia sod,375
8888,778701,Reseccion parcial de la tibia (hemidiafisectomia),376
8891,778702,Reseccion parcial de perone (hemidiafisectomia),377
5032,778703,Hemidiafisectomia en tibia y perone,378
8893,778801,Reseccion parcial de tarsianos o metatarsianos (uno o mas),379
5035,778901,Hemidiafisectomia falanges de mano (una o mas),380
8546,778902,Reseccion cabeza de falange de mano (una o mas),381
5036,778911,Hemidiafisectomia falanges de pie (una o mas),382
8547,778912,Reseccion cabeza de falange de pie (una o mas),383
8887,778921,Reseccion parcial de huesos pelvianos,384
5044,778922,Hemi-hemipelvectomia,385
5053,778923,Hemipelvectomia,386
8528,778931,Reseccion parcial de vertebras (cuerpo. faceta o apofisis) cervical. toracica. lumbar o sacrococcigea,387
8937,779101,Reseccion total de escapula,388
8934,779102,Reseccion total de clavicula,389
8938,779105,Reseccion total de esternon,390
8936,779131,Reseccion total de costilla o costocondrectomia (una o mas),391
8592,779134,Reseccion de costilla cervical o supernumeraria,392
8923,779201,Reseccion radical de humero (proximal o distal),5203
8951,779202,Reseccion total o radical de humero sin injerto,5205
8924,779203,Reseccion radical de humero con injerto,234
8950,779301,Reseccion total o radical de cubito o radio,3972
1456,779401,Carpectomia (uno o mas) huesos,3973
6442,779405,Metacarpectomia (uno o mas) huesos,3978
8941,779500,Reseccion total de femur sod,3980
8947,779600,Reseccion total de rotula o patelectomia sod,3983
8943,779701,Reseccion total de la tibia o perone,3985
8952,779801,Reseccion total radical del tarso o metatarso,3986
907,779802,Astragalectomia,3995
8935,7799 41,Reseccion total de coccix [coccigectomia],4008
8939,779901,Reseccion total de falanges de mano (una o mas),3997
8940,779902,Reseccion total de falanges de pie (una o mas)),4004
10296,7800,Trasplante de medula osea,920
5635,780101,Injerto oseo en clavicula,4010
5654,780200,Injerto oseo en humero ncoc,4017
592,780202,Aplicacion de aloinjerto estructural en humero,4019
5639,780301,Injerto oseo en cubito o radio,4021
5651,780401,Injerto oseo en huesos del carpo (excepto escafoides),4024
5642,780402,Injerto oseo en escafoides,4025
5657,780403,Injerto oseo en metacarpianos (uno o mas),4027
5648,780500,Injerto oseo en femur ncoc,4029
589,780502,Aplicacion de aloinjerto estructural en diafisis de femur,5207
594,780503,Aplicacion de aloinjerto estructural osteocondral en femur,5210
5661,780600,Injerto oseo en rotula sod,5211
5663,780700,Injerto oseo en tibia o perone ncoc,1038
591,780702,Aplicacion de aloinjerto estructural en diafisis de tibia,1839
595,780703,Aplicacion de aloinjerto estructural osteocondral en tibia,1042
590,780706,Aplicacion de aloinjerto estructural en diafisis de perone,1043
5652,780801,Injerto oseo en huesos tarsianos o metatarsianos,5136
5638,7809 32,Injerto oseo en columna vertebral via posterior,169
5645,780901,Injerto oseo en falanges de la mano (una o mas),5137
5646,780902,Injerto oseo en falanges del pie (una o mas),5139
5659,780920,Injerto oseo en pelvis sod,5142
593,780921,Aplicacion de aloinjerto estructural en pelvis o cadera,166
5637,780931,Injerto oseo en columna vertebral via anterior,167
4120,78100,Extirpacion parcial de timo sod,5718
621,781201,Aplicacion de tutores externos en humero,172
1888,781202,Colocacion quirurgica de dispositivo de fijacion en codo para traccion esqueletica,174
647,781301,Aplicacion tutor externo en radio o cubito,175
626,781302,Aplicacion de tutores externos en radio y cubito,177
625,781304,Aplicacion de tutores externos en puno o muneca,180
649,781401,Aplicacion tutor externo en mano,182
648,781501,Aplicacion tutor externo cadera,105
622,781502,Aplicacion de tutores externos en muslo,106
1891,781503,Colocacion quirurgica de traccion esqueletica en muslo (transcondilea),111
651,781601,Aplicacion tutor externo rodilla,116
627,781701,Aplicacion de tutores externos en tibia,121
624,781702,Aplicacion de tutores externos en perone,122
652,781703,Aplicacion tutor(sin reduccion de fractura) externo en cuello de pie,126
1889,781704,Colocacion quirurgica de dispositivo externo de fijacion transtibial para traccion esqueletica,130
650,781801,Aplicacion tutor externo pie,132
1890,781802,Colocacion quirurgica de dispositivo para traccion esqueletica en pie (calcaneo),150
623,781920,Aplicacion de tutores externos en pelvis (por via anterior o posterior),152
4125,78200,Extirpacion total de timo sod,5719
3503,782101,Epifisiodesis abierta de humero,154
3513,782102,Epifisiodesis percutanea de humero,155
4902,782103,Grapado epifisiario de humero,157
110,782104,Acortamiento de humero mediante reseccion/osteotomia,159
3498,782211,Epifisiodesis abierta de cubito o radio,160
3499,782213,Epifisiodesis abierta de cubito y radio,165
3509,782221,Epifisiodesis percutanea de cubito o radio,5085
3515,782223,Epifisiodesis percutanea de radio y cubito,5086
4898,782231,Grapado epifisiario de cubito o radio,5123
4904,782233,Grapado epifisiario de radio y cubito,5124
106,782241,Acortamiento de cubito o radio mediante reseccion/osteotomia,5000
111,782243,Acortamiento de radio y cubito mediante reseccion/osteotomia,5001
3504,782311,Epifisiodesis abierta de metacarpianos,5003
3514,782321,Epifisiodesis percutanea de metacarpianos,5004
4903,782331,Grapado epifisiario de metacarpianos,5005
9018,782341,Reseccion/osteotomia de carpianos o metacarpianos para acortamiento,5221
3502,782401,Epifisiodesis abierta de femur,254
3512,782402,Epifisiodesis percutanea de femur,257
4901,782403,Grapado epifisiario de femur,258
109,782404,Acortamiento de femur mediante reseccion/osteotomia,260
3506,782511,Epifisiodesis abierta de tibia o perone,262
3507,782513,Epifisiodesis abierta de tibia y perone,263
3517,782521,Epifisiodesis percutanea de tibia o perone,267
3518,782523,Epifisiodesis percutanea de tibia y perone,273
4906,782531,Grapado epifisiario de tibia o perone,5250
4907,782533,Grapado epifisiario de tibia y perone,5251
113,782541,Acortamiento de tibia o perone mediante reseccion/osteotomia,5254
114,782543,Acortamiento de tibia y perone mediante reseccion/osteotomia,5191
3505,782611,Epifisiodesis abierta de tarsianos o metatarsianos,5192
3516,782621,Epifisiodesis percutanea de tarsianos o metatarsianos,5193
4905,782631,Grapado epifisiario de tarsianos o metatarsianos,5194
112,782641,Acortamiento de tarsianos o metatarsianos mediante reseccion/osteotomia,5198
3500,782711,Epifisiodesis abierta de falanges de mano (una o mas),5200
3510,782721,Epifisiodesis percutanea de falanges de mano (una o mas),5201
4899,782731,Grapado epifisiario de falanges de mano (una o mas),2711
107,782741,Acortamiento de falanges de mano mediante reseccion/ osteotomia (una o mas),2712
3501,782751,Epifisiodesis abierta de falanges de pie (una o mas),2713
3511,782761,Epifisiodesis percutanea de falanges de pie (una o mas),2714
4900,782771,Grapado epifisiario de falanges de pie (una o mas),2715
108,782781,Acortamiento de falanges de pie mediante reseccion/ osteotomia (una o mas),2716
195,783501,Alargamiento de femur por injerto sin dispositivos internos de fijacion y osteotomia,2718
194,783502,Alargamiento de femur por injerto con dispositivos internos de fijacion y osteotomia,2719
197,783503,Alargamiento de femur por tecnica de distraccion sin corticotomia/osteotomia,2720
196,783504,Alargamiento de femur por tecnica de distraccion con corticotomia/osteotomia,2721
213,783701,Alargamiento de tibia por injerto sin dispositivos internos de fijacion y osteotomia,2722
212,783702,Alargamiento de tibia por injerto con dispositivos internos de fijacion y osteotomia,2723
204,783703,Alargamiento de perone por injerto sin dispositivos internos de fijacion y osteotomia,2915
203,783704,Alargamiento de perone por injerto con dispositivos internos de fijacion y osteotomia,3041
215,783705,Alargamiento de tibia por tecnica de distraccion sin corticotomia/osteotomia,2724
214,783706,Alargamiento de tibia por tecnica de distraccion con corticotomia/osteotomia,3042
206,783707,Alargamiento de perone por tecnica de distraccion sin corticotomia/osteotomia,2725
205,783708,Alargamiento de perone por tecnica de distraccion con corticotomia/osteotomia,3066
208,783801,Alargamiento de tarsianos por injerto sin dispositivos internos de fijacion y osteotomia,3067
207,783802,Alargamiento de tarsianos por injerto con dispositivos internos de fijacion y osteotomia,3068
199,783803,Alargamiento de metarsianos por injerto sin dispositivos internos de fijacion y osteotomia,3069
198,783804,Alargamiento de metarsianos por injerto con dispositivos internos de fijacion y osteotomia,3070
210,783805,Alargamiento de tarsianos por tecnica de distraccion sin corticotomia/osteotomia,2821
209,783806,Alargamiento de tarsianos por tecnica de distraccion con corticotomia/osteotomia,3071
201,783807,Alargamiento de metatarsianos por tecnica de distraccion sin corticotomia/osteotomia,2822
200,783808,Alargamiento de metatarsianos por tecnica de distraccion con corticotomia/osteotomia,3072
191,783911,Alargamiento de falanges de pie por injerto sin dispositivos internos de fijacion y osteotomia,3073
190,783912,Alargamiento de falanges de pie por injerto con dispositivos internos de fijacion y osteotomia,3074
193,783913,Alargamiento de falanges de pie por tecnica de distraccion sin corticotomia/osteotomia,3075
192,783914,Alargamiento de falanges de pie por tecnica de distraccion con corticotomia/osteotomia,2678
8432,784101,Reparacion de pseudoartrosis en escapula,3076
8435,784103,Reparacion de pseudoartrosis en torax (costillas y esternon),2741
2300,784201,Correccion de pseudoartrosis en humero con osteosintesis,3077
2301,784301,Correccion de pseudoartrosis en radio o cubito con osteosintesis,2859
2302,784303,Correccion de pseudoartrosis en radio y cubito con osteosintesis,3078
8431,784400,Reparacion de pseudoartrosis en carpianos y metacarpianos ncoc,1567
2299,784501,Correccion de pseudoartrosis en femur con osteosintesis,3079
2303,784601,Correccion de pseudoartrosis en rotula con osteosintesis,2742
2320,784701,Correccion en pseudoartrosis en tibia o perone con osteosintesis,3080
8434,784801,Reparacion de pseudoartrosis en tarsianos y metatarsianos via abierta,1568
8433,784910,Reparacion de pseudoartrosis en falanges (mano) (pie),3081
4524,785100,Fijacion profilactica o reinsercion o revision de escapula. clavicula y torax (costillas y esternon) ncoc,2743
4517,785200,Fijacion interna sin reduccion de fractura de humero ncoc,3082
4518,785300,Fijacion interna sin reduccion de fractura de radio y cubito,1569
4516,785500,Fijacion interna sin reduccion de fractura de femur ncoc,3083
4519,785600,Fijacion interna sin reduccion de fractura de rotula ncoc,2744
4521,785700,Fijacion interna sin reduccion de fractura de tibia o perone ncoc,3084
4520,785800,Fijacion interna sin reduccion de fractura de tarsianos o metatarsianos ncoc,1570
4515,785910,Fijacion interna sin reduccion de fractura de falanges de pie o de mano ncoc,3085
4284,786001,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en hueso no especificado,2745
4362,786002,Extraccion quirurgica de cuerpo extrano en hueso no especificado,3086
4280,786101,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en escapula. clavicula o torax [costillas y esternon] sod,1571
4358,786102,Extraccion quirurgica de cuerpo extrano en escapula. clavicula o torax [costillas o esternon],3087
4286,786201,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en humero sod,2914
4354,786202,Extraccion quirurgica de cuerpo extrano de humero,3088
4287,786301,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en radio o cubito sod,3089
4364,786302,Extraccion quirurgica de cuerpo extrano en radio o cubito,3090
4278,786401,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en carpianos o metacarpianos sod,3091
4353,786402,Extraccion quirurgica de cuerpo extrano de carpianos o metacarpianos,3092
4283,786501,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en femur sod,3093
4361,786502,Extraccion quirurgica de cuerpo extrano en femur,3094
4288,786601,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en rotula sod,3095
4365,786602,Extraccion quirurgica de cuerpo extrano en rotula,3096
4289,786701,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en tibia o perone sod,2992
4367,786702,Extraccion quirurgica de cuerpo extrano en tibia o perone,2993
4276,786801,Extraccion de dispositivo [ material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en tarsianos o metatarsianos sod,2994
4366,786802,Extraccion quirurgica de cuerpo extrano en tarsianos o metatarsianos,2995
4282,786901,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en falanges de pie,2996
4360,786902,Extraccion quirurgica de cuerpo extrano en falanges de pie,2997
4281,786910,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en falanges de mano,2998
4359,786911,Extraccion quirurgica de cuerpo extrano en falanges de mano,2999
4285,786920,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en huesos pelvianos,3000
4363,786921,Extraccion quirurgica de cuerpo extrano en huesos pelvianos,3001
4279,786930,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en columna vertebral. por via anterior,3002
4357,786931,Extraccion quirurgica de cuerpo extrano en columna vertebral via anterior,3003
4277,786935,Extraccion de dispositivo [material de osteosintesis o instrumentacion o estimulador de crecimiento] implantado en columna vertebral por via posterior,3004
4356,786936,Extraccion quirurgica de cuerpo extrano en columna,6956
6919,787101,Osteoclastia de escapula. clavicula o torax [costillas y esternon] ncoc,3005
6923,787201,Osteoclastia de humero ncoc,3006
6924,787301,Osteoclastia de radio o cubito ncoc,3007
6918,787401,Osteoclastia de carpianos o metacarpianos ncoc,3008
6922,787501,Osteoclastia de femur ncoc,3009
6925,787601,Osteoclastia de rotula ncoc,3010
6927,787701,Osteoclastia de tibia o perone ncoc,3011
6926,787801,Osteoclastia de tarsianos o metatarsianos ncoc,3012
6920,787901,Osteoclastia de falanges de mano,3013
6921,787902,Osteoclastia de falanges de pie,3014
10746,78996333,Violeta de gram 1000ml,11155
2467,789999,Laminas cubre objetos,11157
8088,790101,Reduccion cerrada de fractura sin fijacion interna de escapula clavicula o torax [costillas o esternon] ncoc,3015
8093,790201,Reduccion cerrada de fractura sin fijacion interna de humero ncoc,3016
8165,790301,Reduccion cerrada sin fijacion de fractura de radio y cubito [radiocubital proximal o distal de colles o smith],3017
8087,790302,Reduccion cerrada de fractura sin fijacion interna de cubito o radio ncoc,2856
8086,790401,Reduccion cerrada de fractura sin fijacion de fractura de huesos del carpo,2857
8085,790402,Reduccion cerrada de fractura sin fijacion de fractura de metacarpianos,2858
8095,790501,Reduccion cerrada de fracturade femur sin fijacion interna,3111
8094,790601,Reduccion cerrada de fractura sin fijacion interna de rotula ncoc,3112
8166,790701,Reduccion cerrada sin fijacion interna de fractura de tibia o perone,3113
8092,790702,Reduccion cerrada de fractura sin fijacion interna de fractura de tibia y perone,3048
8167,790801,Reduccion cerrada sin fijacion interna fractura tarso o metatarso,3049
8089,790901,Reduccion cerrada de fractura sin fijacion interna de falanges de mano (una o mas),3050
8090,790902,Reduccion cerrada de fractura sin fijacion interna de falanges de pie (una o mas),3051
8091,790903,Reduccion cerrada de fractura sin fijacion interna de fractura de huesos pelvianos,3052
8066,790906,Reduccion cerrada de fractura cervical e inmovilizacion con haloyeso o halochaqueta,4629
8073,790907,Reduccion cerrada de fractura de columna cervical e inmovilizacion con thomas philadelphia u otros,4630
8132,790908,Reduccion cerrada fractura columna vertebral [dorsal o lumbar] e inmovilizacion,4631
8164,790909,Reduccion cerrada o manipulacion de fractura de coccix,4632
8067,791100,Reduccion cerrada de fractura con fijacion interna de escapula clavicula o torax (costillas y esternon) ncoc,4633
8069,791201,Reduccion cerrada de fractura con fijacion interna de humero (epifisis o diafisis) percutanea con pines,4634
8074,791301,Reduccion cerrada de fractura de cubito o radio (colles otros) con fijacion percutanea con pines,4635
8077,791402,Reduccion cerrada de fractura de metacarpianos y fijacion percutanea con pines,4636
8178,791403,Reduccion de fractura de huesos de carpo y fijacion percutanea con pines,4637
8050,791501,Reduccion cerrada con fijacion interna de cuello de femur o intertrocanterica,4638
8075,791502,Reduccion cerrada de fractura de femur supracondilea con fijacion interna,4639
8076,791503,Reduccion cerrada de fractura de femur supracondilea e intercondilea con fijacion interna,4640
8070,791600,Reduccion cerrada de fractura con fijacion interna de rotula sod,4641
8125,791701,Reduccion cerrada de pilon con fijacion interna y externa,4642
8097,791702,Reduccion cerrada de fracturas osteocondrales o de la espina tibial con fijacion interna por via endoscopica,4643
8051,791801,Reduccion cerrada con fijacion percutanea fractura astragalo o calcaneo,4644
8052,791802,Reduccion cerrada con fijacion percutanea fracturas huesos tarso (excepto calcaneo o astragalo),4645
8071,791901,Reduccion cerrada de fractura con fijacion percutanea (pines) de falanges de pie o de mano,4646
8068,791902,Reduccion cerrada de fractura con fijacion interna de huesos pelvianos,4867
8208,791903,Reducion cerrada con fijacion percutanea de fractura de sacro o sacroiliaca,4647
8046,792101,Reduccion abierta sin fijacion interna de fractura de una o mas costillas,4648
8048,792102,Reduccion abierta sin fijacion interna fractura de escapula o clavicula,4649
8047,792103,Reduccion abierta sin fijacion interna fractura cuello y glenoides,4650
7965,792200,Reduccion abierta de fractura sin fijacion interna de humero,4651
8033,792301,Reduccion abierta fractura sin fijacion interna de radio o cubito,4652
7966,792302,Reduccion abierta de fractura sin fijacion interna de radio y cubito,4653
8044,792401,Reduccion abierta sin fijacion de fractura de huesos del carpo o metacarpo,4654
7916,792501,Reduccion abierta de fractura de femur sin fijacion interna ncoc,4655
7926,792601,Reduccion abierta de fractura de rotula sin fijacion interna,4656
7881,792701,Reduccion abierta sin fijacion interna de fractura de tibia o perone,4657
7880,792702,Reduccion abierta sin fijacion interna de fractura de pilon y maleolo lateral,4658
7879,792703,Reduccion abierta sin fijacion interna de fractura de pilon y maleolo interno,4659
7878,792710,Reduccion abierta sin fijacion interna de fractura bimaleolar,4660
8032,792801,Reduccion abierta fractura sin fijacion interna de huesos del tarso o metatarso,4661
7962,792901,Reduccion abierta de fractura sin fijacion interna de falanges de mano,4662
7963,792902,Reduccion abierta de fractura sin fijacion interna de falanges de pie,4663
7964,792903,Reduccion abierta de fractura sin fijacion interna de huesos pelvianos,3053
8026,792931,Reduccion abierta fractura sin fijacion de columna cervical via anterior,3054
8027,792932,Reduccion abierta fractura sin fijacion de columna cervical via posterior,3018
8028,792935,Reduccion abierta fractura sin fijacion de columna toracica o lumbar via anterior,3055
